AF_L,0
AF_R,0
C_FPH_L,0
C_FPH_R,0.00253623188405797
C_FP_L,0.00421940928270042
C_FP_R,0.00107546993360142
C_PH_L,0
C_PHP_L,0
C_PHP_R,0.00325238508239376
C_PH_R,0.024681835711531
C_R_L,0
C_R_R,0.0347423277359583
EMC_L,0.0168845315904139
EMC_R,0.00567275305796845
FAT_L,0
FAT_R,6.4474532559639e-05
IFOF_L,0.00478374187588664
IFOF_R,0.000831422018348624
ILF_L,0.00160578081091931
ILF_R,0.0177003330855837
MdLF_L,0
MdLF_R,0
PAT_L,0
PAT_R,0
SLF1_L,0.00305002033346889
SLF1_R,0
SLF2_L,0
SLF2_R,0.000134803591167669
SLF3_L,0
SLF3_R,0
UF_L,0.0394373603260155
UF_R,0.0918130165289256
VOF_L,0
VOF_R,0
CB_L,0
CB_R,0
ICP_L,0
ICP_R,0.00134861766689144
MCP,0.000484437447014654
SCP,0
V,0
AR_L,0
AR_R,0
CBT_L,0.0112822738121067
CBT_R,0.00244061178001952
CPT_F_L,0.00192585459797785
CPT_F_R,0.00102989558003147
CPT_O_L,0.0017734426956329
CPT_O_R,0
CPT_P_L,0.00221520285515035
CPT_P_R,0.000826475978296022
CS_A_L,0.000689285440759746
CS_A_R,0.00116052362826107
CS_P_L,0.000723850886717336
CS_P_R,0
CS_S_L,0
CS_S_R,0.000878708883746815
CST_L,0.00429771439734323
CST_R,0.00109836465706615
DRTT_L,0
DRTT_R,0.000640913593194663
F_L,0.100289855072464
F_R,0.130581192317286
ML_L,0
ML_R,0
OR_L,0
OR_R,0.00780399274047187
RST_L,6.77231477719084e-05
RST_R,0.000841042893187553
TR_A_L,0.00058173356602676
TR_A_R,0.000202156334231806
TR_P_L,0
TR_P_R,0
TR_S_L,0
TR_S_R,0.00018900529214818
AC,0.0540785156691933
CC,0.00223501731946411
